name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
HD 67087 b,0,3.06,,352.2,1.08,0.17,,,,,,,RV,2015.0,15/03/26,08 07 39.75457,+31 33 04.7381,88.8,1.36,1.55,0.25,6330.0,1.45,Confirmed planets
HD 67087 c,0,4.85,,2374.0,3.86,0.76,,,,,,,RV,2015.0,15/03/26,08 07 39.75457,+31 33 04.7381,88.8,1.36,1.55,0.25,6330.0,1.45,Confirmed planets
K2-146 c,0,0.02358,0.195,4.00498,,0.075,130.0,,,87.54,,,transit,2019.0,19/08/15,08 40 06.4242,+19 05 34.4295,79.31,0.33,0.33,,3385.0,,Confirmed planets
K2-146 b,0,0.01816,0.183,2.6446,,0.129,-64.0,,,88.93,,,transit,2018.0,19/08/15,08 40 06.4242,+19 05 34.4295,79.31,0.33,0.33,,3385.0,,Confirmed planets
HAT-P-48 b,0,0.168,1.131,4.40865,0.0543,0.0,,,,86.8,,,transit,2016.0,17/06/25,02 57 53.0158,+30 37 32.3336,321.9,1.099,1.223,0.02,5946.0,4.7,Confirmed planets
K2-279 b,0,,0.108,7.122605,0.067,,,,,,879.0,,transit,2018.0,18/10/26,13 39 07.1208,-06 02 29.4997,183.8,0.79,0.86,-0.37,5558.0,,Confirmed planets
MOA-2020-BLG-135L b,0,0.03555,0.301,,1.11,,,,,,,,microlensing,2022.0,23/01/12,17 53 42,-29 48 27,7900.0,0.23,,,,,Confirmed planets
Kepler-1391 b,0,,0.15,54.4092333,,,,,,,,,transit,2016.0,16/05/10,19 39 19.4446,+46 39 34.5028,1070.2055,1.03,1.1,0.04,5840.0,,Confirmed planets
Kepler-1566 b,0,,0.07,0.53991524,,,,,,,,,transit,2016.0,16/05/10,18 54 21.0265,+40 34 29.7801,472.947,0.84,0.81,-0.07,5254.0,,Confirmed planets
Wolf 1061 b,0,0.00428,,4.8876,0.035509,0.0,,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets
Wolf 1061 c,0,0.0134,,17.867,0.08427,0.19,37.0,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets
Wolf 1061 d,0,0.0164,,67.27,0.2039,0.32,102.0,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets
GJ 9827 b,0,0.01545,0.141,1.2089819,0.0188,0.0,,,,86.07,,,transit,2017.0,19/08/29,23 27 04.8376,-01 17 10.5856,29.69,0.61,0.6,-0.26,4340.0,,Confirmed planets
GJ 9827 c,0,0.00264,0.111,3.6480957,0.03925,0.0,,,,88.19,,,transit,2017.0,19/08/29,23 27 04.8376,-01 17 10.5856,29.69,0.61,0.6,-0.26,4340.0,,Confirmed planets
GJ 9827 d,0,0.01271,0.18,6.2014698,0.05591,0.0,,,,87.443,,,transit,2017.0,19/08/29,23 27 04.8376,-01 17 10.5856,29.69,0.61,0.6,-0.26,4340.0,,Confirmed planets
Kepler-203 b,0,,0.2342,3.162697,,,,,,,,,transit,2014.0,14/02/26,19 48 21.5923,+41 23 16.9865,800.07,1.01,1.114,,5821.0,,Confirmed planets
Kepler-203 c,0,,0.22509,5.370647,,,,,,,,,transit,2014.0,14/02/26,19 48 21.5923,+41 23 16.9865,800.07,1.01,1.114,,5821.0,,Confirmed planets
Kepler-203 d,0,,0.13123,11.32972,,,,,,,,,transit,2014.0,14/02/26,19 48 21.5923,+41 23 16.9865,800.07,1.01,1.114,,5821.0,,Confirmed planets
Kepler-1091 b,0,,0.13,1.43474156,,,,,,,,,transit,2016.0,16/05/10,19 59 08.5083,+43 40 14.7021,938.615,1.01,1.03,0.0,5851.0,,Confirmed planets
EPIC 201170410 b,0,,0.093,6.7987,0.0349,0.0,,,,89.002,,,transit,2020.0,20/11/19,11 20 33.8054,-04 48 25.2140,134.0,0.29,0.28,-0.048,3648.0,,Confirmed planets
Kepler-824 b,0,,0.167,4.51436633,,,,,,,,,transit,2016.0,16/05/10,19 21 54.5790,+39 43 55.2172,1243.78,1.15,1.22,0.14,6035.0,,Confirmed planets
2M 1938+4603 b,1,1.9,,416.0,0.92,,,,,,,,timing,2015.0,15/06/11,19 38 32.6,+46 03 59,400.8,,,,,,"Confirmed planets, Planets in binary systems, P-type"
KMT-2022-BLG-0371L b,0,0.26,0.971,,3.02,,,,,,,,microlensing,2023.0,23/10/15,17 41 27,-34 41 55,7140.0,0.63,,,,,Confirmed planets
OGLE-2007-BLG-349L (AB) c,1,0.252,,,,,,,,,,,microlensing,2016.0,18/09/20,18 05 24.43,-26 25 19.0,2760.0,,,,,,"Confirmed planets, Planets in binary systems, P-type"
HD 41004 A b,2,2.54,,963.0,1.7,0.74,,,,,174.8,,RV,2004.0,12/11/30,05 59 50,-48 14 23,43.03,0.4,,-0.09,5035.0,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1289 b,0,,0.136,7.99019627,,,,,,,,,transit,2016.0,16/05/10,19 45 33.3136,+41 02 25.9954,1086.1301,1.1,1.17,0.02,6080.0,,Confirmed planets
Kepler-1304 b,0,,0.204,16.1288853,,,,,,,,,transit,2016.0,16/05/10,19 01 06.3334,+39 26 48.7330,,0.85,0.81,-0.05,5259.0,,Confirmed planets
Kepler-1092 b,0,,0.185,58.6017925,,,,,,,,,transit,2016.0,16/05/10,19 50 53.5575,+47 06 45.5336,1009.49,0.99,1.0,-0.09,5862.0,,Confirmed planets
K2-118 b,0,,0.227,50.92092,0.245,0.2,58.67,,,89.5,,,transit,2017.0,17/10/05,08 48 30.4546,+15 39 21.5303,324.7,0.76,0.73,,4726.29,,Confirmed planets
KOI-428 b,0,2.2,1.17,6.87349,0.08,0.0,,,,89.7,,,transit,2010.0,11/01/01,19 47 15.2875,+47 31 35.6652,2468.5,1.48,2.13,0.1,,,Confirmed planets
K2-85 b,0,,0.1142,0.684553,,,,,,85.5,,,transit,2018.0,18/07/24,03 57 51.4565,+18 27 54.8860,85.56,0.678,0.647,-0.14,,,Confirmed planets
K2-264 b,0,,0.199,5.840002,0.05023,,,,,89.01,496.0,,transit,2018.0,19/02/07,08 45 26.0461,+19 41 54.4462,187.0,0.5,0.47,-0.013,3660.0,,Confirmed planets
K2-264 c,0,,0.238,19.660302,0.11283,,,,,89.38,331.0,,transit,2018.0,19/02/07,08 45 26.0461,+19 41 54.4462,187.0,0.5,0.47,-0.013,3660.0,,Confirmed planets
Kepler-367 b,0,,0.11847,37.815724,,,,,,,,,transit,2014.0,14/02/26,19 49 10.1869,+49 58 53.9242,196.01,0.677,0.695,,4710.0,,Confirmed planets
Kepler-367 c,0,,0.10936,53.578637,,,,,,,,,transit,2014.0,14/02/26,19 49 10.1869,+49 58 53.9242,196.01,0.677,0.695,,4710.0,,Confirmed planets
Kepler-172 b,0,,0.21416,2.940309,,,,,,,,,transit,2014.0,14/02/26,18 53 28.4170,+41 49 18.5507,901.77,0.85,1.085,,5526.0,,Confirmed planets
Kepler-172 c,0,,0.26063,6.388996,,,,,,,,,transit,2014.0,14/02/26,18 53 28.4170,+41 49 18.5507,901.77,0.85,1.085,,5526.0,,Confirmed planets
Kepler-172 d,0,,0.20504,14.627119,,,,,,,,,transit,2014.0,14/02/26,18 53 28.4170,+41 49 18.5507,901.77,0.85,1.085,,5526.0,,Confirmed planets
Kepler-172 e,0,,0.25152,35.118736,,,,,,,,,transit,2014.0,14/02/26,18 53 28.4170,+41 49 18.5507,901.77,0.85,1.085,,5526.0,,Confirmed planets
KMT-2022-BLG-1013L b,0,0.31,1.08,,1.38,,,,,,,,microlensing,2023.0,23/10/15,17 38 50,-28 21 20,7710.0,0.18,,,,,Confirmed planets
Kepler-772 b,0,,0.162,12.99207337,,,,,,,,,transit,2016.0,16/05/10,19 25 41.6593,+38 12 59.6775,1167.82,0.98,1.11,0.03,5714.0,,Confirmed planets
GJ 9714 b,0,9.60029,1.11,19240.75467009,12.341073,0.155099,92.1304,,,155.326,,,RV,2022.0,22/09/27,21 01 39,-32 31 30,20.5121,0.67,0.66,,4263.0,,Confirmed planets
Kepler-102 e,0,0.028091,0.202309,16.1457,,,,,,,,,transit,2014.0,14/02/24,18 45 55.8561,+47 12 28.8435,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets
Kepler-102 d,0,0.011954,0.107534,10.3117,,,,,,,,,transit,2014.0,14/02/24,18 45 55.8561,+47 12 28.8435,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets
Kepler-102 f,0,,0.080195,27.4536,,,,,,,,,transit,2014.0,14/02/24,18 45 55.8561,+47 12 28.8435,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets
Kepler-102 c,0,,0.052856,7.07142,,,,,,,,,transit,2014.0,14/02/24,18 45 55.8561,+47 12 28.8435,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets
Kepler-102 b,0,,0.042831,5.28696,,,,,,,,,transit,2014.0,14/02/24,18 45 55.8561,+47 12 28.8435,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets
K2-250 b,0,,0.218,4.01457,0.0459,,,,,,958.0,,transit,2018.0,18/07/12,12 20 07.6229,-08 58 32.8261,417.6,0.8,0.81,-0.09,5172.0,,Confirmed planets
Kepler-1070 b,0,,0.154,6.2216147,,,,,,,,,transit,2016.0,16/05/10,19 32 46.8881,+49 18 59.5227,965.158,1.21,1.32,0.03,6261.0,,Confirmed planets
WASP-34 b,0,0.59,1.22,4.3176779,0.0524,0.0109,-40.2,,,85.2,,,transit,2010.0,17/12/21,11 01 35.8969,-23 51 38.3846,112.7,1.01,0.93,-0.02,5700.0,,Confirmed planets
WASP-34 c,0,14.96,,4093.0,14.96,0.0,90.0,,,,,,RV,2014.0,17/12/21,11 01 35.8969,-23 51 38.3846,112.7,1.01,0.93,-0.02,5700.0,,Confirmed planets
Kepler-1149 b,0,,0.128,3.73089898,,,,,,,,,transit,2016.0,16/05/10,19 36 45.4119,+45 09 05.6789,1260.56,1.02,1.01,0.02,5833.0,,Confirmed planets
GSC 06214-00210 b,0,17.0,,,,,,,,,1700.0,,imaging,2010.0,15/06/10,16 21 54.6675,-20 43 09.1388,145.0,0.9,,,4060.0,11.0,Confirmed planets
TRAPPIST-1 b,0,0.0032,0.10001,1.5108739,0.01154775,0.00622,336.86,,,89.65,400.1,,transit,2016.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 c,0,0.003637,0.09769,2.421818,0.01581512,0.00654,282.45,,,89.67,341.9,,transit,2016.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 d,0,0.000934,0.06994,4.04982,0.02228038,0.00837,-8.73,,,89.75,288.0,,transit,2017.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 e,0,0.002429,0.08118,6.09957,0.02928285,0.0051,108.37,,,89.86,251.3,,transit,2017.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 f,0,0.002939,0.09332,9.20648,0.03853361,0.01007,368.81,,,89.68,219.0,,transit,2017.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 g,0,0.003612,0.10242,12.35281,0.04687692,0.00208,191.34,,,89.71,198.6,,transit,2017.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
TRAPPIST-1 h,0,0.001041,0.06896,18.76626,0.06193488,0.00567,338.92,,,89.8,167.0,,transit,2017.0,18/09/18,23 06 29.3684052886,-05 02 29.031690445,12.43,0.089,0.121,0.04,2516.0,7.6,Confirmed planets
GJ 3998 b,0,0.00777,,2.64977,0.029,0.0,,,,,,,RV,2016.0,16/07/28,17 16 00.6367,+11 03 27.6136,18.16,0.5,0.49,-0.16,3722.0,,Confirmed planets
GJ 3998 c,0,0.0197,,13.74,0.089,0.049,,,,,,,RV,2016.0,16/07/28,17 16 00.6367,+11 03 27.6136,18.16,0.5,0.49,-0.16,3722.0,,Confirmed planets
OGLE-2019-BLG-0468L b,0,3.43,1.17,,3.29,,,,,,,,microlensing,2021.0,23/02/22,17 45 37,-24 26 50,4400.0,0.92,,,,,Confirmed planets
OGLE-2019-BLG-0468L c,0,10.22,1.11,,2.77,,,,,,,,microlensing,2022.0,23/02/22,17 45 37,-24 26 50,4400.0,0.92,,,,,Confirmed planets
HD 102195 b,0,0.45,,4.113775,0.049,0.0,,,,,963.1,,RV,2005.0,10/12/21,11 45 42.2927,+02 49 17.3261,28.98,0.926,0.835,0.05,5291.0,,Confirmed planets
Kepler-1277 b,0,,0.143,40.8365012,,,,,,,,,transit,2016.0,16/05/10,19 40 24.5780,+40 34 20.5704,566.251,0.94,0.92,-0.01,5578.0,,Confirmed planets
Kepler-1456 b,0,,0.102,18.1373829,,,,,,,,,transit,2016.0,16/05/10,19 07 46.8806,+43 49 21.9851,374.266,0.64,0.62,-0.09,4231.0,,Confirmed planets
Kepler-1567 b,0,,0.244,153.979578,,,,,,,,,transit,2016.0,16/05/10,19 06 46.8521,+40 17 30.4946,1248.75,0.95,0.93,-0.03,5655.0,,Confirmed planets
Kepler-313 b,0,,0.23056,14.970418,,,,,,,,,transit,2014.0,14/02/26,19 53 10.7788,+48 46 31.6015,1159.02,0.96,1.536,,5727.0,,Confirmed planets
Kepler-313 c,0,,0.2342,32.273273,,,,,,,,,transit,2014.0,14/02/26,19 53 10.7788,+48 46 31.6015,1159.02,0.96,1.536,,5727.0,,Confirmed planets
OGLE-2018-BLG-0740L b,0,4.8,,5480.0,6.1,0.0,,,,,,,microlensing,2019.0,19/09/12,18 08 42,-29 50 09,3200.0,1.0,,-0.24,5912.0,,Confirmed planets
HD 5608 b,0,1.4,,792.6,1.9,0.19,269.0,,,,,,RV,2012.0,15/11/02,00 58 14.21893,+33 57 03.1843,56.4,1.55,5.5,0.06,4854.0,,Confirmed planets
TOI-1807 b,0,,0.16496,0.549372,0.00812,,,,,77.7,2100.0,,transit,2021.0,21/07/13,13 25 07.9958,+38 55 20.9460,42.577,0.75,0.68,-0.029,4757.0,,Confirmed planets
Kepler-604 b,0,,0.231,25.85501786,,,,,,,,,transit,2016.0,16/05/10,19 29 15.8430,+42 37 34.5714,1057.53,1.02,1.03,-0.02,5890.0,,Confirmed planets
HD 33564 b,0,9.1,,388.0,1.1,0.34,,,,,273.5,,RV,2005.0,10/12/23,05 22 33.5290,+79 13 52.1426,20.98,1.25,1.1,-0.12,6250.0,,Confirmed planets
TVLM 513-46546 b,0,0.38,,220.0,0.3063,0.0,0.0,,139.0,71.0,,,astrometry,2020.0,22/09/29,15 01 08.18646,+22 50 02.1379,10.706,0.08,,,,,Confirmed planets
91 Aquarii A b,2,3.2,,181.4,0.7,0.027,177.3,,,,,,RV,2003.0,15/11/03,23 15 53.49482,-09 05 15.8546,45.93,1.4,11.0,-0.03,4665.0,3.56,"Confirmed planets, Planets in binary systems, S-type"
TrES-2,2,1.253,1.169,2.470613402,0.03556,0.0,,,,83.874,,,transit,2006.0,13/01/27,19 07 14,+49 18 59,213.0,0.983,1.003,0.001,5850.0,,"Confirmed planets, Planets in binary systems, S-type"
MOA-2012-BLG-505L b,0,0.02108,,,0.9,,,,,,,,microlensing,2017.0,17/06/22,17 52 34,-32 02 24,7210.0,0.1,,,,,Confirmed planets
Kepler-142 c,0,,0.26063,4.761702,,,,,,,,,transit,2014.0,14/02/26,19 40 28.5407,+48 28 52.6544,627.86,0.988,1.269,,5790.0,,Confirmed planets
Kepler-142 b,0,,0.18135,2.024152,,,,,,,,,transit,2014.0,14/02/26,19 40 28.5407,+48 28 52.6544,627.86,0.988,1.269,,5790.0,,Confirmed planets
Kepler-142 d,0,,0.19684,41.809118,,,,,,,,,transit,2014.0,14/02/26,19 40 28.5407,+48 28 52.6544,627.86,0.988,1.269,,5790.0,,Confirmed planets
WASP-35 b,0,0.72,1.32,3.161575,0.04317,0.0,,,,87.96,1450.0,,transit,2011.0,11/04/15,05 04 19.6324,-06 13 47.3761,216.5,1.07,1.09,-0.15,5990.0,,Confirmed planets
Kepler-1323 b,0,,0.136,0.92990668,,,,,,,,,transit,2016.0,16/05/10,19 31 29.3446,+46 05 55.9142,471.698,1.18,1.4,0.02,6169.0,,Confirmed planets
Kepler-521 b,0,,0.284,22.20813214,,,,,,,,,transit,2016.0,16/05/10,19 55 15.9328,+43 59 52.9268,850.774,1.34,1.46,0.25,6406.0,,Confirmed planets
NGTS-21 b,0,2.36,1.33,1.5433897,0.0236,0.0,90.0,,,83.85,1357.0,,transit,2022.0,23/01/12,20 45 02,-35 25 40,592.891,0.72,0.86,-0.26,4660.0,,Confirmed planets
Kepler-807 b,0,,0.93,117.93108781,,,,,,,,,transit,2016.0,16/05/10,19 16 04.8354,+48 07 11.3084,1560.06,1.04,1.06,-0.04,5965.0,,Confirmed planets
Kepler-354 b,0,,0.16768,5.47666,,,,,,,,,transit,2014.0,14/02/26,19 03 00.3548,+41 20 08.2963,633.05,,0.674,,4648.0,,Confirmed planets
Kepler-354 d,0,,0.113,24.209842,,,,,,,,,transit,2014.0,14/02/26,19 03 00.3548,+41 20 08.2963,633.05,,0.674,,4648.0,,Confirmed planets
Kepler-354 c,0,,0.11938,16.934402,,,,,,,,,transit,2014.0,14/02/26,19 03 00.3548,+41 20 08.2963,633.05,,0.674,,4648.0,,Confirmed planets
Kepler-1434 b,0,,0.099,8.05333618,,,,,,,,,transit,2016.0,16/05/10,19 42 09.2148,+51 12 10.6704,793.021,1.47,2.04,0.19,6291.0,,Confirmed planets
HAT-P-42 b,0,0.975,1.277,4.641876,0.0575,0.0,,,,85.9,1427.0,,transit,2013.0,13/05/29,09 01 22.6490,+06 05 50.0155,447.0,1.179,1.528,0.27,5743.0,5.1,Confirmed planets
OGLE-2019-BLG-0679L b,0,3.34,1.17,,6.99,,,,,,,,microlensing,2023.0,23/10/15,17 42 58,-27 46 22,5630.0,0.66,,,,,Confirmed planets
kappa CrB b,0,1.6,,1251.0,2.6,0.073,210.0,,,,,,RV,2007.0,15/11/02,15 51 13.93127,+35 39 26.5671,30.5,1.51,4.71,0.1,4877.0,,Confirmed planets
Kepler-817 b,0,,0.806,3.99010623,,,,,,,,,transit,2016.0,16/05/10,19 44 19.6487,+39 09 41.8504,1546.55,1.03,1.03,0.02,5861.0,,Confirmed planets
Kepler-786 b,0,,0.217,53.5293487,,,,,,,,,transit,2016.0,16/05/10,19 34 58.5476,+38 56 21.3627,492.102,0.81,0.74,0.09,4838.0,,Confirmed planets
TOI-2589 b,0,3.5,1.08,61.6277,0.3,0.522,218.0,,,89.17,592.0,,transit,2023.0,23/10/15,07 09 57,-37 13 51,200.273,0.93,1.07,0.12,5579.0,,Confirmed planets
Kepler-1668 b,0,,0.388,15.434,,,,,,,,,transit,2020.0,20/09/03,19 49 25,+46 05 45,1386.19,,1.05,,5328.33,,Confirmed planets
Psi-1 Draconis B b,2,1.53,,3117.0,4.43,0.4,64.0,,,,,,RV,2015.0,15/12/28,17 41 56.35536,+72 08 55.8481,22.93,1.19,,0.0,6213.0,2.5,"Confirmed planets, Planets in binary systems, S-type"
Kepler-708 b,0,,0.261,3.16789194,,,,,,,,,transit,2016.0,16/05/10,19 35 15.9487,+42 12 45.0292,1450.33,0.97,0.96,0.01,5692.0,,Confirmed planets
EPIC 201427007 b,0,0.00899,0.134,0.72091,,,,,,88.5,,,transit,2021.0,22/09/15,12 18 25,-00 33 05,706.391,0.93,0.94,-0.053,5633.0,,Confirmed planets
Kepler-1085 b,0,,0.644,219.3217528,,,,,,,,,transit,2016.0,16/05/10,19 09 55,+46 08 28,1518.0,1.11,1.14,0.08,6000.0,,Confirmed planets
Kepler-1085 c,0,,0.292,56.7771,,,,,,,,,transit,2020.0,20/09/03,19 09 55,+46 08 28,1518.0,1.11,1.14,0.08,6000.0,,Confirmed planets
K2-377 b,0,0.011,0.151,12.832235,,,,,,,,,transit,2022.0,22/03/01,13 31 35,-12 05 42,195.149,0.82,0.69,-0.008,4200.0,,Confirmed planets
OGLE-2014-BLG-0319 b,0,0.57,,,3.49,,,,,,,,microlensing,2022.0,22/01/03,17 47 51.00,-33 56 06.00,7730.0,0.52,,,,,Confirmed planets
KOI-680 b,0,0.84,1.99,8.6001536,0.0948,0.114,104.0,,,85.51,,,transit,2012.0,18/02/17,19 29 08.9490,+43 11 50.1602,2070.0,1.538,3.21,-0.18,6161.0,2.25,Confirmed planets
Kepler-121 b,0,,0.21324,3.177422,,,,,,,,,transit,2014.0,14/02/26,19 04 38.8957,+39 40 40.8569,583.6,0.859,0.701,,5311.0,,Confirmed planets
Kepler-121 c,0,,0.20687,41.008011,,,,,,,,,transit,2014.0,14/02/26,19 04 38.8957,+39 40 40.8569,583.6,0.859,0.701,,5311.0,,Confirmed planets
Kepler-602 b,0,,0.186,15.28469497,,,,,,,,,transit,2016.0,16/05/10,19 44 07.6744,+42 08 31.0079,1198.75,1.08,1.13,-0.02,6062.0,,Confirmed planets
KELT-19 A b,2,4.07,1.91,4.6117093,0.0637,0.0,,,,85.41,,,transit,2017.0,17/12/22,07 26 02.289,+07 36 56.83,278.0,1.62,1.83,-0.12,7500.0,1.1,"Confirmed planets, Planets in binary systems, S-type"
Kepler-988 b,0,,0.185,17.76080053,,,,,,,,,transit,2016.0,16/05/10,19 22 50.0071,+42 14 14.0973,307.569,0.55,0.53,-0.32,4005.0,,Confirmed planets
Kepler-1226 b,0,,0.129,17.2923453,,,,,,,,,transit,2016.0,16/05/10,19 45 30.4495,+50 37 17.3015,1162.39,1.02,1.02,-0.08,5923.0,,Confirmed planets
Kepler-1951 b,0,0.0189,0.207,20.65780067,0.1435,0.0,,,,89.39,728.0,,transit,2021.0,22/02/01,19 21 60,+40 17 16,1277.32,0.92,1.31,0.14,5468.0,,Confirmed planets
Kepler-1232 b,0,,0.172,26.7839183,,,,,,,,,transit,2016.0,16/05/10,19 46 12.0070,+49 06 08.3387,644.579,0.92,0.89,0.06,5471.0,,Confirmed planets
TOI-776 b,0,0.01259,0.165,8.24661,0.0652,0.06,-67.0,,,89.65,514.0,,transit,2020.0,21/01/11,11 54 18,-37 33 10,27.19,0.54,0.54,-0.2,3709.0,,Confirmed planets
TOI-776 c,0,0.01668,0.18,15.6653,0.1,0.04,-11.0,,,89.51,415.0,,transit,2020.0,21/01/11,11 54 18,-37 33 10,27.19,0.54,0.54,-0.2,3709.0,,Confirmed planets
Kepler-421 b,0,,0.379102,704.1984,1.219,0.041,160.0,,,89.965,184.0,,transit,2014.0,14/07/21,18 53 01.6406,+45 05 15.9725,320.0,0.794,0.757,-0.25,5308.0,4.0,Confirmed planets
Kepler-1488 b,0,0.013,0.166,39.8189932,0.2285,0.0,,,,88.51,650.0,,transit,2016.0,22/09/15,19 06 35,+49 56 16,905.825,1.05,1.31,0.06,5820.0,,Confirmed planets
Kepler-1488 c,0,0.0106,0.147,6.15826988,0.0658,0.0,,,,84.39,1212.0,,transit,2021.0,22/09/15,19 06 35,+49 56 16,905.825,1.05,1.31,0.06,5820.0,,Confirmed planets
Kepler-595 b,0,0.05475,0.331,25.3029092,,,,,,,,,transit,2016.0,20/11/19,19 38 17,+50 40 23,639.0,0.93,0.82,,,,Confirmed planets
Kepler-595 c,0,0.01038,0.09,12.38602,,,,,,,,,transit,2020.0,20/11/19,19 38 17,+50 40 23,639.0,0.93,0.82,,,,Confirmed planets
Kepler-1081 b,0,,0.09,3.85691855,,,,,,,,,transit,2016.0,16/05/10,19 17 46.6930,+41 19 03.9773,425.369,0.88,0.84,0.01,5345.0,,Confirmed planets
GJ 3323 b,0,0.00636,,5.3636,0.03282,0.23,,,,,,,RV,2017.0,17/03/21,05 01 57.4261,-06 56 46.3718,5.38,0.164,0.119,-0.27,3159.0,,Confirmed planets
GJ 3323 c,0,0.00727,,40.54,0.1264,0.17,,,,,,,RV,2017.0,17/03/21,05 01 57.4261,-06 56 46.3718,5.38,0.164,0.119,-0.27,3159.0,,Confirmed planets
CoRoT-2 b,0,3.31,1.465,1.7429964,0.0281,0.0,,,,87.84,1392.7,,transit,2007.0,12/04/05,19 27 06.4944,+01 23 01.3575,300.0,0.97,0.902,,5575.0,,Confirmed planets
Kepler-1073 c,0,0.0105,0.146,4.02582254,0.0483,0.0,,,,89.92,1169.0,,transit,2016.0,22/09/15,19 36 37,+38 13 59,809.897,1.0,1.0,0.0,5792.0,,Confirmed planets
Kepler-1073 b,0,0.0186,0.205,8.67888593,0.0805,0.0,,,,89.38,905.0,,transit,2016.0,22/09/15,19 36 37,+38 13 59,809.897,1.0,1.0,0.0,5792.0,,Confirmed planets
Kepler-1073 d,0,0.00887,0.133,2.50476003,0.0352,0.0,,,,89.08,1369.0,,transit,2021.0,22/09/15,19 36 37,+38 13 59,809.897,1.0,1.0,0.0,5792.0,,Confirmed planets
Kepler-1635 b,0,,0.325,469.63111,,,,,,,,,transit,2016.0,16/05/10,19 01 23.7644,+45 33 22.2628,1102.66,0.89,0.85,0.06,5347.0,,Confirmed planets
Kepler-1469 b,0,,0.25,21.8635301,,,,,,,,,transit,2016.0,16/05/10,19 35 17.1210,+39 23 28.9000,1196.89,0.92,0.89,0.02,5507.0,,Confirmed planets
Kepler-106 c,0,0.032841,0.227826,13.5708,,,,,,,,,transit,2014.0,14/02/24,20 03 27.3499,+44 20 15.1908,453.9,1.0,1.04,-0.12,5858.0,4.83,Confirmed planets
Kepler-106 e,0,0.035137,0.233294,43.8445,,,,,,,,,transit,2014.0,14/02/24,20 03 27.3499,+44 20 15.1908,453.9,1.0,1.04,-0.12,5858.0,4.83,Confirmed planets
Kepler-106 b,0,,0.074727,6.16486,,,,,,,,,transit,2014.0,14/02/24,20 03 27.3499,+44 20 15.1908,453.9,1.0,1.04,-0.12,5858.0,4.83,Confirmed planets
Kepler-106 d,0,,0.086574,23.9802,,,,,,,,,transit,2014.0,14/02/24,20 03 27.3499,+44 20 15.1908,453.9,1.0,1.04,-0.12,5858.0,4.83,Confirmed planets
Kepler-1628 b,0,,0.574,76.378033,,,,,,,,,transit,2016.0,16/05/10,18 46 32.0864,+43 24 41.5968,,0.55,0.52,0.17,3724.0,,Confirmed planets
Kepler-1129 b,0,,0.264,24.3397804,,,,,,,,,transit,2016.0,16/05/10,19 26 25.0767,+41 18 33.6789,1224.44,1.0,1.0,-0.04,5831.0,,Confirmed planets
Kepler-1129 c,0,,0.244,76.5369586,,,,,,,,,transit,2016.0,16/05/10,19 26 25.0767,+41 18 33.6789,1224.44,1.0,1.0,-0.04,5831.0,,Confirmed planets
Kepler-707 b,0,,0.119,2.23749275,,,,,,,,,transit,2016.0,16/05/10,19 20 01.8181,+42 06 59.2898,601.974,0.8,0.76,-0.12,5099.0,,Confirmed planets
Kepler-1494 b,0,,0.274,91.080482,,,,,,,,,transit,2016.0,16/05/10,18 50 37.7736,+43 09 45.0071,1334.76,0.96,0.94,0.01,5659.0,,Confirmed planets
TOI-674 b,0,0.0739,0.4693,1.977143,0.0231,0.1,45.4,,,86.68,661.0,,transit,2021.0,21/06/03,10 58 21.00,-36 51 29.00,46.16,0.442,0.421,0.114,3505.0,,Confirmed planets
